Lake,Year,Date,Depth_m,Temp_C,DO_mgL,O2Sat%,SpecificConductivity_uscm
S3,2016,3-Aug-16,13,11.95,10.03,93.5,30
S3,2016,3-Aug-16,14,11.95,9,83.8,33
S3,2017,3-Aug-17,0.078,14.753,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.752,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.749,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.745,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.744,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.742,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.741,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.74,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.739,10.86,107.1,64.2
S3,2017,3-Aug-17,0.078,14.739,10.86,107.1,64.2
S3,2017,3-Aug-17,0.079,14.782,10.8,106.6,64.8
S3,2017,3-Aug-17,0.079,14.781,10.8,106.6,64.8
S3,2017,3-Aug-17,0.079,14.779,10.81,106.7,64.8
S3,2017,3-Aug-17,0.079,14.777,10.81,106.7,64.8
S3,2017,3-Aug-17,0.079,14.779,10.81,106.7,64.8
S3,2017,3-Aug-17,0.079,14.782,10.81,106.7,64.8
S3,2017,3-Aug-17,0.079,14.789,10.81,106.7,64.7
S3,2017,3-Aug-17,0.079,14.799,10.81,106.7,64.7
S3,2017,3-Aug-17,0.079,14.803,10.81,106.8,64.7
S3,2017,3-Aug-17,0.079,14.805,10.81,106.8,64.6
S3,2017,3-Aug-17,0.079,14.807,10.81,106.8,64.6
S3,2017,3-Aug-17,0.079,14.804,10.81,106.8,64.6
S3,2017,3-Aug-17,0.079,14.802,10.82,106.8,64.6
S3,2017,3-Aug-17,0.079,14.797,10.82,106.8,64.6
S3,2017,3-Aug-17,0.079,14.785,10.82,106.8,64.5
S3,2017,3-Aug-17,0.079,14.781,10.82,106.8,64.5
S3,2017,3-Aug-17,0.079,14.787,10.82,106.8,64.5
S3,2017,3-Aug-17,0.079,14.786,10.82,106.8,64.5
S3,2017,3-Aug-17,0.079,14.784,10.82,106.8,64.5
S3,2017,3-Aug-17,0.079,14.783,10.83,106.9,64.4
S3,2017,3-Aug-17,0.079,14.78,10.83,106.9,64.4
S3,2017,3-Aug-17,0.079,14.779,10.83,106.9,64.4
S3,2017,3-Aug-17,0.079,14.779,10.83,106.9,64.4
S3,2017,3-Aug-17,0.079,14.773,10.84,107,64.3
S3,2017,3-Aug-17,0.079,14.768,10.84,107,64.3
S3,2017,3-Aug-17,0.079,14.765,10.85,107,64.3
S3,2017,3-Aug-17,0.079,14.762,10.85,107,64.3
S3,2017,3-Aug-17,0.079,14.76,10.85,107.1,64.3
S3,2017,3-Aug-17,0.079,14.759,10.85,107.1,64.3
S3,2017,3-Aug-17,0.079,14.757,10.85,107.1,64.3
S3,2017,3-Aug-17,0.079,14.755,10.86,107.1,64.3
S3,2017,3-Aug-17,0.079,14.753,10.86,107.1,64.3
S3,2017,3-Aug-17,0.079,14.753,10.86,107.1,64.3
S3,2017,3-Aug-17,0.079,14.738,10.86,107.1,64.2
S3,2017,3-Aug-17,0.08,14.738,10.86,107.1,64.2
S3,2017,3-Aug-17,0.083,14.734,10.86,107.1,64.2
S3,2017,3-Aug-17,0.087,14.73,10.86,107.1,64.2
S3,2017,3-Aug-17,0.091,14.725,10.87,107.1,64.3
S3,2017,3-Aug-17,0.094,14.721,10.87,107.1,64.3
S3,2017,3-Aug-17,0.098,14.716,10.87,107.1,64.4
S3,2017,3-Aug-17,0.102,14.711,10.87,107.1,64.5
S3,2017,3-Aug-17,0.107,14.708,10.87,107.1,64.7
S3,2017,3-Aug-17,0.11,14.706,10.87,107.1,64.8
S3,2017,3-Aug-17,0.114,14.704,10.87,107.1,64.9
S3,2017,3-Aug-17,0.119,14.701,10.87,107.1,65
S3,2017,3-Aug-17,0.126,14.698,10.87,107.1,65.1
S3,2017,3-Aug-17,0.132,14.691,10.87,107.1,65.1
S3,2017,3-Aug-17,0.14,14.688,10.87,107.1,65.2
S3,2017,3-Aug-17,0.147,14.687,10.87,107.1,65.2
S3,2017,3-Aug-17,0.156,14.686,10.87,107.1,65.3
S3,2017,3-Aug-17,0.164,14.683,10.87,107.1,65.3
S3,2017,3-Aug-17,0.173,14.681,10.87,107.1,65.3
S3,2017,3-Aug-17,0.181,14.68,10.87,107.1,65.3
S3,2017,3-Aug-17,0.191,14.678,10.87,107.1,65.2
S3,2017,3-Aug-17,0.199,14.678,10.87,107.1,65.2
S3,2017,3-Aug-17,0.208,14.677,10.88,107.1,65.2
S3,2017,3-Aug-17,0.217,14.675,10.88,107.1,65.2
S3,2017,3-Aug-17,0.227,14.673,10.88,107.1,65.2
S3,2017,3-Aug-17,0.237,14.671,10.88,107.1,65.2
S3,2017,3-Aug-17,0.249,14.669,10.88,107.1,65.2
S3,2017,3-Aug-17,0.262,14.667,10.88,107.1,65.2
S3,2017,3-Aug-17,0.273,14.665,10.88,107.2,65.2
S3,2017,3-Aug-17,0.282,14.665,10.88,107.2,65.2
S3,2017,3-Aug-17,0.294,14.664,10.88,107.2,65.2
S3,2017,3-Aug-17,0.304,14.663,10.88,107.2,65.2
S3,2017,3-Aug-17,0.315,14.663,10.88,107.2,65.2
S3,2017,3-Aug-17,0.323,14.662,10.88,107.2,65.2
S3,2017,3-Aug-17,0.333,14.662,10.89,107.2,65.1
S3,2017,3-Aug-17,0.342,14.661,10.89,107.2,65.1
S3,2017,3-Aug-17,0.351,14.661,10.89,107.2,65
S3,2017,3-Aug-17,0.361,14.661,10.89,107.2,65
S3,2017,3-Aug-17,0.368,14.66,10.89,107.2,65
S3,2017,3-Aug-17,0.377,14.66,10.89,107.2,65
S3,2017,3-Aug-17,0.388,14.659,10.89,107.3,65
S3,2017,3-Aug-17,0.399,14.659,10.9,107.3,65.1
S3,2017,3-Aug-17,0.406,14.658,10.9,107.3,65.2
S3,2017,3-Aug-17,0.415,14.658,10.9,107.3,65.3
S3,2017,3-Aug-17,0.422,14.658,10.9,107.3,65.4
S3,2017,3-Aug-17,0.43,14.657,10.9,107.3,65.5
S3,2017,3-Aug-17,0.436,14.657,10.9,107.3,65.6
S3,2017,3-Aug-17,0.443,14.657,10.89,107.2,65.6
S3,2017,3-Aug-17,0.449,14.658,10.89,107.2,65.6
S3,2017,3-Aug-17,0.456,14.658,10.89,107.2,65.6
S3,2017,3-Aug-17,0.462,14.659,10.89,107.2,65.6
S3,2017,3-Aug-17,0.47,14.66,10.89,107.2,65.6
S3,2017,3-Aug-17,0.477,14.66,10.89,107.2,65.6
S3,2017,3-Aug-17,0.484,14.66,10.89,107.2,65.6
S3,2017,3-Aug-17,0.491,14.66,10.89,107.2,65.7
S3,2017,3-Aug-17,0.497,14.661,10.89,107.2,65.7
S3,2017,3-Aug-17,0.503,14.661,10.89,107.2,65.7
S3,2017,3-Aug-17,0.509,14.661,10.89,107.2,65.7
S3,2017,3-Aug-17,0.514,14.661,10.89,107.2,65.7
S3,2017,3-Aug-17,0.52,14.661,10.89,107.2,65.7
S3,2017,3-Aug-17,0.525,14.661,10.89,107.2,65.8
S3,2017,3-Aug-17,0.532,14.661,10.89,107.2,65.8
S3,2017,3-Aug-17,0.537,14.661,10.89,107.2,65.8
S3,2017,3-Aug-17,0.543,14.662,10.89,107.3,65.9
S3,2017,3-Aug-17,0.548,14.662,10.89,107.3,66
S3,2017,3-Aug-17,0.555,14.661,10.89,107.3,66
S3,2017,3-Aug-17,0.562,14.66,10.9,107.3,66.1
S3,2017,3-Aug-17,0.569,14.659,10.9,107.3,66.2
S3,2017,3-Aug-17,0.576,14.658,10.9,107.3,66.3
S3,2017,3-Aug-17,0.583,14.657,10.9,107.3,66.4
S3,2017,3-Aug-17,0.591,14.655,10.9,107.3,66.5
S3,2017,3-Aug-17,0.598,14.655,10.9,107.3,66.5
S3,2017,3-Aug-17,0.606,14.655,10.9,107.3,66.6
S3,2017,3-Aug-17,0.613,14.654,10.9,107.3,66.7
S3,2017,3-Aug-17,0.62,14.653,10.9,107.3,66.7
S3,2017,3-Aug-17,0.627,14.653,10.89,107.2,66.7
S3,2017,3-Aug-17,0.635,14.654,10.89,107.2,66.8
S3,2017,3-Aug-17,0.642,14.655,10.89,107.2,66.8
S3,2017,3-Aug-17,0.651,14.655,10.89,107.2,66.9
S3,2017,3-Aug-17,0.658,14.655,10.89,107.2,67
S3,2017,3-Aug-17,0.668,14.653,10.89,107.2,67.2
S3,2017,3-Aug-17,0.677,14.653,10.89,107.2,67.6
S3,2017,3-Aug-17,0.687,14.653,10.89,107.2,67.9
S3,2017,3-Aug-17,0.696,14.652,10.88,107.1,68.2
S3,2017,3-Aug-17,0.706,14.65,10.88,107.1,68.6
S3,2017,3-Aug-17,0.715,14.648,10.88,107.1,68.8
S3,2017,3-Aug-17,0.723,14.645,10.88,107.1,69.1
S3,2017,3-Aug-17,0.731,14.643,10.88,107.1,69.3
S3,2017,3-Aug-17,0.741,14.642,10.88,107.1,69.4
S3,2017,3-Aug-17,0.75,14.639,10.88,107.1,69.4
S3,2017,3-Aug-17,0.76,14.638,10.88,107.1,69.5
S3,2017,3-Aug-17,0.769,14.638,10.88,107.1,69.6
S3,2017,3-Aug-17,0.779,14.637,10.88,107.1,69.7
S3,2017,3-Aug-17,0.789,14.636,10.88,107.1,69.8
S3,2017,3-Aug-17,0.798,14.635,10.88,107.1,70
S3,2017,3-Aug-17,0.807,14.634,10.88,107.1,70.1
S3,2017,3-Aug-17,0.818,14.633,10.88,107.1,70.3
S3,2017,3-Aug-17,0.828,14.631,10.88,107.1,70.5
S3,2017,3-Aug-17,0.837,14.626,10.88,107.1,70.7
S3,2017,3-Aug-17,0.847,14.621,10.88,107.1,70.9
S3,2017,3-Aug-17,0.856,14.615,10.88,107.1,71
S3,2017,3-Aug-17,0.866,14.61,10.89,107.1,71.2
S3,2017,3-Aug-17,0.875,14.606,10.89,107,71.3
S3,2017,3-Aug-17,0.884,14.603,10.89,107,71.5
S3,2017,3-Aug-17,0.893,14.599,10.89,107,71.5
S3,2017,3-Aug-17,0.904,14.595,10.89,107,71.6
S3,2017,3-Aug-17,0.914,14.592,10.89,107,71.7
S3,2017,3-Aug-17,0.926,14.588,10.89,107,71.7
S3,2017,3-Aug-17,0.938,14.584,10.89,107,71.8
S3,2017,3-Aug-17,0.947,14.58,10.89,107,71.8
S3,2017,3-Aug-17,0.959,14.575,10.89,107,71.8
S3,2017,3-Aug-17,0.967,14.57,10.89,107,71.9
S3,2017,3-Aug-17,0.974,14.566,10.89,107,71.9
S3,2017,3-Aug-17,0.984,14.562,10.89,107,71.9
S3,2017,3-Aug-17,0.992,14.561,10.89,107,71.9
S3,2017,3-Aug-17,1.003,14.559,10.9,107,71.9
S3,2017,3-Aug-17,1.012,14.559,10.9,107.1,71.9
S3,2017,3-Aug-17,1.02,14.558,10.9,107.1,71.9
S3,2017,3-Aug-17,1.029,14.558,10.9,107.1,71.9
S3,2017,3-Aug-17,1.036,14.559,10.9,107.1,71.9
S3,2017,3-Aug-17,1.045,14.56,10.9,107.1,72
S3,2017,3-Aug-17,1.054,14.561,10.9,107.1,72
S3,2017,3-Aug-17,1.061,14.562,10.9,107,71.9
S3,2017,3-Aug-17,1.07,14.562,10.9,107,72
S3,2017,3-Aug-17,1.077,14.562,10.9,107,71.9
S3,2017,3-Aug-17,1.083,14.562,10.9,107,72
S3,2017,3-Aug-17,1.09,14.561,10.89,107,72
S3,2017,3-Aug-17,1.096,14.56,10.89,107,72
S3,2017,3-Aug-17,1.103,14.555,10.89,107,72
S3,2017,3-Aug-17,1.111,14.551,10.89,107,72
S3,2017,3-Aug-17,1.117,14.545,10.89,106.9,71.9
S3,2017,3-Aug-17,1.124,14.541,10.89,106.9,72
S3,2017,3-Aug-17,1.133,14.533,10.89,106.9,72
S3,2017,3-Aug-17,1.143,14.525,10.88,106.9,72
S3,2017,3-Aug-17,1.151,14.517,10.88,106.8,72.1
S3,2017,3-Aug-17,1.161,14.498,10.88,106.8,72.1
S3,2017,3-Aug-17,1.169,14.474,10.89,106.8,72.3
S3,2017,3-Aug-17,1.178,14.445,10.89,106.7,72.5
S3,2017,3-Aug-17,1.186,14.419,10.89,106.7,72.9
S3,2017,3-Aug-17,1.196,14.388,10.89,106.6,73.3
S3,2017,3-Aug-17,1.206,14.351,10.89,106.6,74
S3,2017,3-Aug-17,1.217,14.314,10.9,106.5,75.1
S3,2017,3-Aug-17,1.227,14.274,10.9,106.4,76.5
S3,2017,3-Aug-17,1.237,14.251,10.9,106.4,78.1
S3,2017,3-Aug-17,1.247,14.229,10.9,106.3,79.5
S3,2017,3-Aug-17,1.258,14.204,10.9,106.3,80.9
S3,2017,3-Aug-17,1.268,14.182,10.9,106.2,82.5
S3,2017,3-Aug-17,1.28,14.162,10.89,106.1,83.9
S3,2017,3-Aug-17,1.29,14.149,10.89,106.1,85.3
S3,2017,3-Aug-17,1.302,14.139,10.89,106,86.2
S3,2017,3-Aug-17,1.312,14.128,10.88,105.9,86.9
S3,2017,3-Aug-17,1.324,14.113,10.88,105.9,88
S3,2017,3-Aug-17,1.335,14.098,10.88,105.8,89.2
S3,2017,3-Aug-17,1.348,14.086,10.88,105.8,90.7
S3,2017,3-Aug-17,1.361,14.072,10.87,105.7,91.9
S3,2017,3-Aug-17,1.372,14.06,10.87,105.7,93
S3,2017,3-Aug-17,1.386,14.045,10.87,105.6,94.1
S3,2017,3-Aug-17,1.397,14.033,10.87,105.6,94.9
S3,2017,3-Aug-17,1.41,14.024,10.87,105.6,95.5
S3,2017,3-Aug-17,1.421,14.015,10.87,105.5,95.9
S3,2017,3-Aug-17,1.433,14.008,10.87,105.5,96
S3,2017,3-Aug-17,1.443,14.005,10.87,105.5,96
S3,2017,3-Aug-17,1.454,13.999,10.87,105.5,96
S3,2017,3-Aug-17,1.464,13.996,10.87,105.5,95.9
S3,2017,3-Aug-17,1.474,13.989,10.87,105.5,95.7
S3,2017,3-Aug-17,1.484,13.983,10.87,105.5,95.5
S3,2017,3-Aug-17,1.492,13.982,10.87,105.5,95.2
S3,2017,3-Aug-17,1.501,13.981,10.87,105.5,94.9
S3,2017,3-Aug-17,1.508,13.977,10.88,105.5,94.7
S3,2017,3-Aug-17,1.514,13.969,10.88,105.5,94.5
S3,2017,3-Aug-17,1.521,13.962,10.88,105.5,94.2
S3,2017,3-Aug-17,1.529,13.957,10.88,105.5,93.9
S3,2017,3-Aug-17,1.535,13.954,10.88,105.5,93.7
S3,2017,3-Aug-17,1.541,13.949,10.89,105.5,93.6
S3,2017,3-Aug-17,1.546,13.939,10.89,105.5,93.5
S3,2017,3-Aug-17,1.553,13.932,10.89,105.5,93.4
S3,2017,3-Aug-17,1.558,13.93,10.89,105.6,93.2
S3,2017,3-Aug-17,1.565,13.928,10.89,105.6,93.1
S3,2017,3-Aug-17,1.571,13.925,10.9,105.6,93.1
S3,2017,3-Aug-17,1.578,13.921,10.9,105.6,93
S3,2017,3-Aug-17,1.584,13.918,10.9,105.6,92.9
S3,2017,3-Aug-17,1.59,13.916,10.9,105.6,92.8
S3,2017,3-Aug-17,1.595,13.915,10.9,105.6,92.8
S3,2017,3-Aug-17,1.601,13.913,10.9,105.6,92.7
S3,2017,3-Aug-17,1.606,13.909,10.91,105.6,92.6
S3,2017,3-Aug-17,1.612,13.906,10.91,105.6,92.6
S3,2017,3-Aug-17,1.618,13.903,10.91,105.6,92.5
S3,2017,3-Aug-17,1.624,13.902,10.91,105.6,92.5
S3,2017,3-Aug-17,1.628,13.9,10.91,105.6,92.4
S3,2017,3-Aug-17,1.634,13.897,10.91,105.6,92.2
S3,2017,3-Aug-17,1.641,13.894,10.91,105.6,92.1
S3,2017,3-Aug-17,1.646,13.891,10.91,105.6,91.9
S3,2017,3-Aug-17,1.652,13.89,10.91,105.6,91.8
S3,2017,3-Aug-17,1.657,13.889,10.91,105.6,91.6
S3,2017,3-Aug-17,1.664,13.886,10.91,105.6,91.4
S3,2017,3-Aug-17,1.669,13.881,10.9,105.6,91.2
S3,2017,3-Aug-17,1.675,13.874,10.9,105.5,91
S3,2017,3-Aug-17,1.683,13.866,10.9,105.5,90.8
S3,2017,3-Aug-17,1.691,13.858,10.9,105.5,90.5
S3,2017,3-Aug-17,1.698,13.849,10.91,105.5,90.3
S3,2017,3-Aug-17,1.707,13.84,10.91,105.5,89.9
S3,2017,3-Aug-17,1.715,13.824,10.91,105.4,89.4
S3,2017,3-Aug-17,1.726,13.806,10.91,105.4,89
S3,2017,3-Aug-17,1.735,13.792,10.91,105.4,88.5
S3,2017,3-Aug-17,1.745,13.776,10.91,105.3,88.1
S3,2017,3-Aug-17,1.755,13.756,10.91,105.3,87.5
S3,2017,3-Aug-17,1.765,13.735,10.91,105.3,87
S3,2017,3-Aug-17,1.774,13.712,10.91,105.3,86.3
S3,2017,3-Aug-17,1.785,13.695,10.92,105.3,85.8
S3,2017,3-Aug-17,1.793,13.678,10.92,105.2,85.3
S3,2017,3-Aug-17,1.803,13.662,10.92,105.2,84.2
S3,2017,3-Aug-17,1.813,13.643,10.93,105.2,82.9
S3,2017,3-Aug-17,1.822,13.628,10.93,105.2,81.6
S3,2017,3-Aug-17,1.832,13.617,10.93,105.2,79.9
S3,2017,3-Aug-17,1.841,13.604,10.94,105.3,78.5
S3,2017,3-Aug-17,1.852,13.589,10.95,105.3,77
S3,2017,3-Aug-17,1.862,13.573,10.95,105.3,75.5
S3,2017,3-Aug-17,1.874,13.556,10.96,105.3,74.2
S3,2017,3-Aug-17,1.884,13.54,10.96,105.3,73.1
S3,2017,3-Aug-17,1.898,13.516,10.96,105.3,72
S3,2017,3-Aug-17,1.91,13.487,10.97,105.3,70.7
S3,2017,3-Aug-17,1.925,13.452,10.98,105.3,69.4
S3,2017,3-Aug-17,1.937,13.411,10.98,105.2,67.8
S3,2017,3-Aug-17,1.956,13.371,10.99,105.2,65.6
S3,2017,3-Aug-17,1.972,13.325,11,105.2,63.4
S3,2017,3-Aug-17,1.991,13.283,11,105.1,61
S3,2017,3-Aug-17,2.007,13.248,11.01,105.1,59.1
S3,2017,3-Aug-17,2.028,13.207,11.02,105.1,56.7
S3,2017,3-Aug-17,2.046,13.179,11.03,105.2,54.6
S3,2017,3-Aug-17,2.062,13.158,11.04,105.2,53.1
S3,2017,3-Aug-17,2.079,13.143,11.05,105.2,51.9
S3,2017,3-Aug-17,2.091,13.131,11.06,105.3,51
S3,2017,3-Aug-17,2.105,13.123,11.07,105.3,50.4
S3,2017,3-Aug-17,2.121,13.119,11.07,105.4,50
S3,2017,3-Aug-17,2.137,13.111,11.08,105.4,49.4
S3,2017,3-Aug-17,2.152,13.102,11.09,105.5,48.9
S3,2017,3-Aug-17,2.17,13.092,11.1,105.5,48.5
S3,2017,3-Aug-17,2.185,13.083,11.1,105.6,48.1
S3,2017,3-Aug-17,2.203,13.073,11.11,105.6,47.6
S3,2017,3-Aug-17,2.216,13.063,11.11,105.6,47.1
S3,2017,3-Aug-17,2.232,13.052,11.11,105.6,46.6
S3,2017,3-Aug-17,2.251,13.042,11.12,105.6,46.1
S3,2017,3-Aug-17,2.269,13.034,11.12,105.6,45.7
S3,2017,3-Aug-17,2.289,13.028,11.13,105.7,45.3
S3,2017,3-Aug-17,2.309,13.019,11.13,105.7,45
S3,2017,3-Aug-17,2.326,13.012,11.13,105.7,44.7
S3,2017,3-Aug-17,2.345,13.005,11.14,105.7,44.4
S3,2017,3-Aug-17,2.364,12.996,11.14,105.7,44.2
S3,2017,3-Aug-17,2.381,12.987,11.14,105.7,44
S3,2017,3-Aug-17,2.4,12.978,11.15,105.7,43.8
S3,2017,3-Aug-17,2.415,12.969,11.15,105.7,43.6
S3,2017,3-Aug-17,2.427,12.961,11.15,105.7,43.5
S3,2017,3-Aug-17,2.443,12.954,11.15,105.7,43.3
S3,2017,3-Aug-17,2.455,12.946,11.15,105.7,43.1
S3,2017,3-Aug-17,2.468,12.936,11.15,105.7,43
S3,2017,3-Aug-17,2.482,12.929,11.15,105.7,42.8
S3,2017,3-Aug-17,2.493,12.922,11.15,105.6,42.7
S3,2017,3-Aug-17,2.506,12.913,11.15,105.6,42.5
S3,2017,3-Aug-17,2.516,12.905,11.15,105.6,42.3
S3,2017,3-Aug-17,2.532,12.896,11.15,105.6,42.1
S3,2017,3-Aug-17,2.545,12.886,11.15,105.5,41.8
S3,2017,3-Aug-17,2.559,12.878,11.15,105.5,41.6
S3,2017,3-Aug-17,2.571,12.873,11.15,105.5,41.5
S3,2017,3-Aug-17,2.584,12.867,11.15,105.5,41.3
S3,2017,3-Aug-17,2.593,12.861,11.15,105.5,41.1
S3,2017,3-Aug-17,2.606,12.856,11.15,105.5,41
S3,2017,3-Aug-17,2.619,12.849,11.15,105.5,40.9
S3,2017,3-Aug-17,2.636,12.841,11.15,105.4,40.8
S3,2017,3-Aug-17,2.649,12.837,11.15,105.4,40.7
S3,2017,3-Aug-17,2.665,12.825,11.15,105.4,40.7
S3,2017,3-Aug-17,2.677,12.812,11.15,105.4,40.7
S3,2017,3-Aug-17,2.694,12.799,11.16,105.4,40.6
S3,2017,3-Aug-17,2.708,12.785,11.16,105.4,40.7
S3,2017,3-Aug-17,2.725,12.771,11.16,105.4,40.7
S3,2017,3-Aug-17,2.74,12.757,11.16,105.4,40.7
S3,2017,3-Aug-17,2.757,12.745,11.17,105.4,40.8
S3,2017,3-Aug-17,2.771,12.732,11.17,105.4,40.8
S3,2017,3-Aug-17,2.787,12.723,11.17,105.4,40.9
S3,2017,3-Aug-17,2.803,12.714,11.17,105.4,40.9
S3,2017,3-Aug-17,2.817,12.707,11.17,105.3,40.9
S3,2017,3-Aug-17,2.833,12.7,11.17,105.3,41
S3,2017,3-Aug-17,2.847,12.694,11.17,105.3,41
S3,2017,3-Aug-17,2.862,12.689,11.17,105.3,41
S3,2017,3-Aug-17,2.873,12.684,11.17,105.3,41.1
S3,2017,3-Aug-17,2.89,12.678,11.17,105.3,41.1
S3,2017,3-Aug-17,2.902,12.675,11.17,105.3,41.2
S3,2017,3-Aug-17,2.916,12.671,11.17,105.3,41.2
S3,2017,3-Aug-17,2.928,12.668,11.17,105.3,41.2
S3,2017,3-Aug-17,2.941,12.665,11.17,105.2,41.2
S3,2017,3-Aug-17,2.951,12.663,11.17,105.2,41.3
S3,2017,3-Aug-17,2.964,12.661,11.17,105.2,41.3
S3,2017,3-Aug-17,2.974,12.659,11.17,105.2,41.3
S3,2017,3-Aug-17,2.987,12.657,11.17,105.2,41.3
S3,2017,3-Aug-17,2.999,12.654,11.17,105.2,41.3
S3,2017,3-Aug-17,3.014,12.652,11.17,105.2,41.3
S3,2017,3-Aug-17,3.027,12.649,11.17,105.2,41.3
S3,2017,3-Aug-17,3.039,12.646,11.17,105.2,41.3
S3,2017,3-Aug-17,3.049,12.643,11.17,105.2,41.3
S3,2017,3-Aug-17,3.061,12.638,11.17,105.2,41.3
S3,2017,3-Aug-17,3.073,12.633,11.17,105.2,41.3
S3,2017,3-Aug-17,3.084,12.629,11.17,105.2,41.4
S3,2017,3-Aug-17,3.095,12.626,11.17,105.1,41.4
S3,2017,3-Aug-17,3.104,12.623,11.17,105.1,41.4
S3,2017,3-Aug-17,3.113,12.619,11.17,105.1,41.4
S3,2017,3-Aug-17,3.121,12.614,11.17,105.1,41.4
S3,2017,3-Aug-17,3.131,12.609,11.17,105.1,41.4
S3,2017,3-Aug-17,3.14,12.605,11.17,105.1,41.3
S3,2017,3-Aug-17,3.151,12.599,11.17,105.1,41.3
S3,2017,3-Aug-17,3.16,12.593,11.17,105,41.3
S3,2017,3-Aug-17,3.171,12.589,11.17,105,41.3
S3,2017,3-Aug-17,3.18,12.584,11.17,105,41.3
S3,2017,3-Aug-17,3.19,12.579,11.17,105,41.3
S3,2017,3-Aug-17,3.201,12.578,11.17,105,41.2
S3,2017,3-Aug-17,3.21,12.577,11.17,105,41.2
S3,2017,3-Aug-17,3.22,12.573,11.17,105,41.2
S3,2017,3-Aug-17,3.229,12.571,11.16,104.9,41.1
S3,2017,3-Aug-17,3.24,12.568,11.16,104.9,41.1
S3,2017,3-Aug-17,3.249,12.565,11.16,104.9,41.1
S3,2017,3-Aug-17,3.26,12.564,11.17,104.9,41
S3,2017,3-Aug-17,3.27,12.563,11.17,104.9,41
S3,2017,3-Aug-17,3.281,12.562,11.17,104.9,41
S3,2017,3-Aug-17,3.29,12.56,11.17,104.9,40.9
S3,2017,3-Aug-17,3.301,12.557,11.17,105,40.9
S3,2017,3-Aug-17,3.31,12.554,11.17,105,40.9
S3,2017,3-Aug-17,3.32,12.552,11.17,104.9,40.8
S3,2017,3-Aug-17,3.328,12.55,11.17,105,40.8
S3,2017,3-Aug-17,3.339,12.544,11.17,105,40.8
S3,2017,3-Aug-17,3.349,12.536,11.17,104.9,40.7
S3,2017,3-Aug-17,3.357,12.529,11.17,104.9,40.7
S3,2017,3-Aug-17,3.367,12.521,11.18,104.9,40.7
S3,2017,3-Aug-17,3.375,12.516,11.17,104.9,40.7
S3,2017,3-Aug-17,3.385,12.509,11.18,104.9,40.7
S3,2017,3-Aug-17,3.394,12.502,11.18,104.9,40.7
S3,2017,3-Aug-17,3.403,12.495,11.18,104.9,40.7
S3,2017,3-Aug-17,3.409,12.492,11.18,104.9,40.6
S3,2017,3-Aug-17,3.418,12.489,11.18,104.9,40.6
S3,2017,3-Aug-17,3.425,12.485,11.18,104.9,40.6
S3,2017,3-Aug-17,3.432,12.481,11.18,104.9,40.6
S3,2017,3-Aug-17,3.439,12.476,11.18,104.9,40.6
S3,2017,3-Aug-17,3.448,12.471,11.18,104.9,40.5
S3,2017,3-Aug-17,3.456,12.466,11.18,104.9,40.5
S3,2017,3-Aug-17,3.465,12.459,11.19,104.9,40.4
S3,2017,3-Aug-17,3.475,12.45,11.19,104.9,40.3
S3,2017,3-Aug-17,3.487,12.438,11.19,104.9,40.2
S3,2017,3-Aug-17,3.499,12.428,11.19,104.9,40.1
S3,2017,3-Aug-17,3.512,12.42,11.2,104.9,40
S3,2017,3-Aug-17,3.523,12.413,11.2,104.9,40
S3,2017,3-Aug-17,3.534,12.407,11.2,104.9,39.9
S3,2017,3-Aug-17,3.545,12.402,11.2,104.9,39.9
S3,2017,3-Aug-17,3.559,12.397,11.2,104.9,39.8
S3,2017,3-Aug-17,3.571,12.393,11.2,104.9,39.8
S3,2017,3-Aug-17,3.586,12.39,11.21,104.9,39.8
S3,2017,3-Aug-17,3.598,12.389,11.21,104.9,39.8
S3,2017,3-Aug-17,3.612,12.388,11.21,104.9,39.8
S3,2017,3-Aug-17,3.622,12.384,11.21,104.9,39.8
S3,2017,3-Aug-17,3.638,12.38,11.21,104.9,39.7
S3,2017,3-Aug-17,3.654,12.374,11.21,104.9,39.7
S3,2017,3-Aug-17,3.671,12.37,11.21,104.9,39.7
S3,2017,3-Aug-17,3.687,12.364,11.21,104.9,39.7
S3,2017,3-Aug-17,3.699,12.359,11.21,104.9,39.7
S3,2017,3-Aug-17,3.713,12.351,11.21,104.9,39.7
S3,2017,3-Aug-17,3.729,12.344,11.21,104.9,39.7
S3,2017,3-Aug-17,3.744,12.339,11.21,104.9,39.6
S3,2017,3-Aug-17,3.758,12.334,11.22,104.9,39.6
S3,2017,3-Aug-17,3.772,12.328,11.21,104.9,39.6
S3,2017,3-Aug-17,3.79,12.323,11.22,104.8,39.6
S3,2017,3-Aug-17,3.808,12.318,11.22,104.8,39.6
S3,2017,3-Aug-17,3.824,12.313,11.22,104.8,39.6
S3,2017,3-Aug-17,3.842,12.308,11.22,104.8,39.6
S3,2017,3-Aug-17,3.857,12.302,11.22,104.8,39.5
