Lake,Year,Date,Depth_m,Temp_C,DO_mgL,O2Sat%,SpecificConductivity_uscm
Counts,2019,7-Aug-19,0.597,12.953,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.604,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.607,12.947,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.613,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.615,12.942,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.621,12.931,10.77,102,15.3
Counts,2019,7-Aug-19,0.632,12.946,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.635,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.637,12.942,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.658,12.945,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.665,12.951,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.667,12.941,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.68,12.951,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.682,12.944,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.7,12.95,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.701,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.713,12.943,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.721,12.949,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.729,12.943,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.732,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.745,12.948,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.748,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.751,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,0.766,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.769,12.947,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.778,12.925,10.78,102.1,15.2
Counts,2019,7-Aug-19,0.785,12.946,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.787,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.801,12.939,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.81,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.813,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.826,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,0.829,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.853,12.943,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.857,12.939,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.877,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,0.88,12.941,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.888,12.875,10.81,102.2,14.4
Counts,2019,7-Aug-19,0.911,12.938,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.935,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.951,12.938,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.957,12.948,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.961,12.949,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.963,12.947,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.966,12.95,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.977,12.951,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.978,12.938,10.62,100.7,15.2
Counts,2019,7-Aug-19,0.986,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.99,12.952,10.61,100.6,15.2
Counts,2019,7-Aug-19,0.997,12.952,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.01,12.952,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.023,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.024,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.025,12.939,10.62,100.7,15.2
Counts,2019,7-Aug-19,1.035,12.953,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.05,12.953,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.069,12.952,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.072,12.943,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.075,12.939,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.083,12.952,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.098,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.102,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.109,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.112,12.952,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.116,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.122,12.942,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.13,12.941,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.131,12.951,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.133,12.952,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.142,12.939,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.145,12.951,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.146,12.745,10.86,102.4,12.4
Counts,2019,7-Aug-19,1.147,12.95,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.158,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.16,12.951,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.165,12.95,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.175,12.795,10.84,102.3,13.4
Counts,2019,7-Aug-19,1.176,12.95,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.178,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.181,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.185,12.949,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.191,12.95,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.193,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.196,12.948,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.198,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.208,12.947,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.211,12.95,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.22,12.946,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.222,12.949,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.223,12.936,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.226,12.94,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.23,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.234,12.953,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.237,12.949,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.24,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.246,12.948,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.249,12.943,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.256,12.944,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.258,12.945,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.26,12.947,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.262,12.942,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.272,12.946,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.273,12.943,10.62,100.7,15.2
Counts,2019,7-Aug-19,1.277,12.941,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.279,12.943,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.28,12.942,10.63,100.7,15.2
Counts,2019,7-Aug-19,1.285,12.945,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.288,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.299,12.943,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.307,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.309,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.314,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.333,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.341,12.941,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.348,12.94,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.361,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.371,12.939,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.38,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.392,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.405,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.408,12.953,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.427,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.428,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.464,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.475,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.509,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.533,12.94,10.62,100.6,15.2
Counts,2019,7-Aug-19,1.544,12.938,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.567,12.94,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.573,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.582,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.588,12.94,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.612,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.626,12.938,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.64,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.654,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.656,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.666,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.69,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.695,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.701,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.707,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.714,12.939,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.727,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.729,12.943,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.733,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.737,12.938,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.742,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.743,12.943,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.768,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.772,12.946,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.791,12.946,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.794,12.942,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.81,12.938,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.815,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.828,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.832,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.834,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.837,12.945,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.844,12.941,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.861,12.945,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.865,12.938,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.879,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.894,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.9,12.94,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.907,12.938,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.911,12.944,10.61,100.6,15.2
Counts,2019,7-Aug-19,1.929,12.944,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.935,12.94,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.946,12.944,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.949,12.939,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.96,12.939,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.961,12.944,10.61,100.5,15.2
Counts,2019,7-Aug-19,1.971,12.938,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.981,12.944,10.6,100.5,15.2
Counts,2019,7-Aug-19,1.999,12.943,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.003,12.938,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.015,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.018,12.943,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.03,12.942,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.036,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.048,12.942,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.062,12.941,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.07,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.076,12.94,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.097,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.098,12.939,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.108,12.939,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.127,12.938,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.127,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.143,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.16,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.176,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.2,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.218,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.223,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.244,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.246,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.261,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.297,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.318,12.937,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.342,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.364,12.937,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.387,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.398,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.405,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.42,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.435,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.451,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.463,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.475,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.485,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.497,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.507,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.508,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.522,12.938,10.61,100.5,15.2
Counts,2019,7-Aug-19,2.539,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.547,12.939,10.61,100.6,15.2
Counts,2019,7-Aug-19,2.558,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.709,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.751,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.755,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.765,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.768,12.935,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.778,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.785,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.793,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.796,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.797,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.808,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.809,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.827,12.936,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.833,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.855,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.86,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.884,12.934,10.6,100.5,15.2
Counts,2019,7-Aug-19,2.891,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.918,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,2.94,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.954,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,2.976,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,2.983,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.01,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.011,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.026,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.03,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.045,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.067,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.068,12.938,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.095,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.101,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.119,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.123,12.938,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.141,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.155,12.938,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.162,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.185,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.206,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.207,12.938,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.22,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.223,12.938,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.238,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.241,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.25,12.937,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.26,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.261,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.269,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.276,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.277,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.282,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.286,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.291,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.292,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.295,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.297,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.299,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.307,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.314,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.327,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.329,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.337,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.341,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.35,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.355,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.368,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.37,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.373,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.383,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.395,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.397,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.405,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.415,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.426,12.936,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.428,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.437,12.936,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.452,12.936,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.455,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.463,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.479,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.483,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.495,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.51,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.535,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.561,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.579,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.601,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.606,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.607,12.938,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.608,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.61,12.939,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.611,12.939,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.612,12.939,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.613,12.94,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.614,12.936,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.615,12.94,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.617,12.941,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.619,12.941,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.622,12.941,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.623,12.94,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.625,12.94,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.628,12.939,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.631,12.938,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.634,12.938,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.638,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.639,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.642,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.646,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.654,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.659,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.668,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.676,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.68,12.935,10.6,100.4,15.2
Counts,2019,7-Aug-19,3.692,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.699,12.934,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.713,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.723,12.933,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.724,12.937,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.737,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.75,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.765,12.931,10.59,100.4,15.2
Counts,2019,7-Aug-19,3.778,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.794,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.802,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.812,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.834,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.853,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.871,12.931,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.89,12.931,10.58,100.3,15.2
Counts,2019,7-Aug-19,3.895,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.912,12.932,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.913,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.931,12.932,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.954,12.933,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.969,12.933,10.59,100.3,15.2
Counts,2019,7-Aug-19,3.988,12.934,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.011,12.934,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.031,12.934,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.05,12.934,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.069,12.934,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.097,12.935,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.123,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.149,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.191,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.196,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.206,12.937,10.59,100.3,15.2
Counts,2019,7-Aug-19,4.216,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.246,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.276,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.305,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.332,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.366,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.388,12.935,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.41,12.936,10.59,100.4,15.2
Counts,2019,7-Aug-19,4.433,12.935,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.166,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,5.167,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,5.169,12.932,10.59,100.4,15.2
Counts,2019,7-Aug-19,5.171,12.932,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.174,12.933,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.175,12.933,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.177,12.933,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.18,12.934,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.181,12.933,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.182,12.935,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.183,12.934,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.185,12.935,10.59,100.4,15.1
Counts,2019,7-Aug-19,5.189,12.933,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.199,12.932,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.211,12.932,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.219,12.932,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.226,12.932,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.233,12.932,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.239,12.932,10.6,100.5,15.2
Counts,2019,7-Aug-19,5.246,12.931,10.6,100.5,15.2
Counts,2019,7-Aug-19,5.251,12.931,10.6,100.5,15.2
Counts,2019,7-Aug-19,5.257,12.93,10.6,100.4,15.2
Counts,2019,7-Aug-19,5.267,12.929,10.6,100.5,15.2
Counts,2019,7-Aug-19,5.285,12.929,10.6,100.5,15.2
