Lake,Year,Date,Month,LAB ID,Depth,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Total Nitrogen,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Radium.226,Notes,Nitrate and Nitrite (as N),Anion Sum,Cation Sum,,,,,
LdS1,2009,18-May-09,April,L766395-3,6,22,12.8,6.77,6.99,5.1,9.6,1.41,6.2,6.2,<2.0,<2.0,<0.50,,1.73,0.0215,0.028,<0.0010,<0.0010,0.0121,0.212,,0.0192,<0.00010,0.000352,0.00183,<0.00020,,0.0032,<0.000010,1.25,,0.00023,<0.00010,0.00086,0.03,0.000057,,0.884,0.00384,<0.000020,<0.000050,0.0006,0.735,,<0.00010,0.107,<0.00010,0.874,0.00757,,,,,,,,0.000035,0.000221,<0.0010,,3.45,,,,,,,,,,
LdS1,2009,18-May-09,April,L766395-4,6,21.2,12.8,6.83,6.85,<3.0,10.1,0.44,6.1,6.1,<2.0,<2.0,<0.50,,1.71,0.0213,0.0287,<0.0010,<0.0010,0.0055,0.201,,<0.0090,<0.00010,0.000338,0.0018,<0.00020,,0.0024,<0.000010,1.28,,<0.00010,<0.00010,0.00091,0.014,0.000079,,0.882,0.00308,<0.000020,<0.000050,0.00045,0.731,,<0.00010,0.088,<0.00010,0.865,0.00785,,,,,,,,0.000033,<0.000050,0.0015,,3.5,,,,,,,,,,
LdS1,2009,15-Jul-09,July,L796933-4,1,14.8,9.1,4.98,6.56,<3.0,11.8,0.4,4.3,4.3,<2.0,<2.0,<0.50,,1.38,0.0155,<0.0050,<0.0010,0.0041,0.009,0.14,,0.0134,<0.00010,0.000251,0.00219,<0.00020,,0.0063,<0.000010,0.864,,0.00028,<0.00010,<0.00090,0.02,0.00103,,0.685,0.0101,<0.000020,<0.000050,<0.00060,0.558,,<0.00010,0.11,<0.00010,0.62,0.00611,,,,,,,,0.000027,<0.000050,<0.0050,,2.41,,,,,,,,,,
LdS1,2009,15-Jul-09,July,L796933-5,Mid,14.5,9.1,4.7,6.59,<3.0,7.5,0.37,4.4,4.4,<2.0,<2.0,<0.50,,1.37,0.017,<0.0050,<0.0010,<0.0010,0.0042,0.14,,0.0099,<0.00010,0.000231,0.00147,<0.00020,,0.0056,<0.000010,0.814,,0.00026,<0.00010,<0.00070,0.018,0.000341,,0.647,0.00936,<0.000020,<0.000050,<0.00050,0.518,,<0.00010,0.083,<0.00010,0.595,0.00572,,,,,,,,0.000026,<0.000050,<0.0030,,2.44,,,,,,,,,,
LdS1,2009,31-Jul-09,August,L801529-12,4,13.6,8.6,4.39,6.54,<3.0,10.6,0.54,3.9,3.9,<2.0,<2.0,<0.50,,1.18,<0.0050,<0.0050,<0.0010,<0.0010,0.004,0.09,,0.0093,<0.00010,0.000278,0.00133,<0.00020,,0.0012,<0.000010,0.832,,0.00021,<0.00010,0.00058,0.023,0.000272,,0.563,0.0114,<0.000020,<0.000050,0.0009,0.498,,<0.00010,0.099,<0.00010,0.544,0.00528,,,,,,,,0.000026,<0.000050,<0.0010,,2.57,,,,,,,,,,
LdS1,2009,31-Jul-09,August,L801529-13,4,13.7,8.5,4.4,6.64,<3.0,10.8,0.55,3.9,3.9,<2.0,<2.0,<0.50,,1.18,<0.0050,<0.0050,<0.0010,<0.0010,0.0037,0.09,,0.0086,<0.00010,0.00029,0.00131,<0.00020,,0.0011,<0.000010,0.831,,<0.00010,<0.00010,0.00057,0.026,0.000089,,0.564,0.0113,<0.000020,<0.000050,0.00147,0.494,,<0.00010,0.1,<0.00010,0.546,0.00517,,,,,,,,0.000025,<0.000050,<0.0010,,2.53,,,,,,,,,,
LdS1,2009,1-Aug-09,August,L801530-5,1,14,8.6,4.35,6.74,<3.0,11.4,0.58,3.8,3.8,<2.0,<2.0,<0.50,,1.08,<0.0050,0.021,<0.0010,<0.0010,0.0052,0.189,,0.0177,<0.00010,0.000282,0.00165,<0.00020,,0.0013,<0.000010,0.828,,0.00225,0.00011,0.00122,0.031,0.000077,,0.554,0.012,<0.000020,<0.000050,0.00778,0.493,,<0.00010,0.098,<0.00010,0.541,0.0053,,,,,,,,0.000027,<0.000050,0.0017,,2.63,,,,,,,,,,
LdS1,2009,1-Aug-09,August,L801530-6,1,13.8,8.3,4.35,6.87,<3.0,14.4,0.56,3.6,3.6,<2.0,<2.0,<0.50,,1.08,<0.0050,<0.0050,<0.0010,<0.0010,0.0045,0.18,,0.0099,<0.00010,0.000296,0.00153,<0.00020,,0.0011,<0.000010,0.82,,0.00043,<0.00010,0.00098,0.026,0.000159,,0.559,0.0123,<0.000020,<0.000050,0.00846,0.495,,<0.00010,0.097,<0.00010,0.547,0.00522,,,,,,,,0.000027,0.000061,<0.0010,,2.58,,,,,,,,,,
LdS1,2009,1-Aug-09,August,L801530-7,1,13.5,8.4,4.45,6.82,<3.0,12.5,0.52,4,4,<2.0,<2.0,<0.50,,0.97,<0.0050,<0.0050,<0.0010,<0.0010,0.0037,0.18,,0.0089,<0.00010,0.000281,0.00138,<0.00020,,<0.0010,<0.000010,0.84,,0.00015,<0.00010,0.00063,0.025,0.000211,,0.571,0.012,<0.000020,<0.000050,0.00108,0.504,,<0.00010,0.092,<0.00010,0.546,0.0055,,,,,,,,0.000028,0.000055,<0.0010,,2.53,,,,,,,,,,
LdS1,2009,1-Aug-09,August,L801530-4,4,13.8,8.4,4.31,6.72,<3.0,11.2,0.55,3.8,3.8,<2.0,<2.0,<0.50,,1.07,<0.0050,<0.0050,<0.0010,<0.0010,0.0062,0.19,,0.0096,<0.00010,0.000279,0.00142,<0.00020,,0.0011,<0.000010,0.809,,0.00032,<0.00010,0.00069,0.025,<0.000050,,0.557,0.0115,<0.000020,<0.000050,0.00106,0.484,,<0.00010,0.094,<0.00010,0.529,0.00515,,,,,,,,0.000027,<0.000050,<0.0010,,2.6,,,,,,,,,,
LdS1,2009,6-Sep-09,September,L816812-1,3.5,13.3,8.4,4.38,6.71,<3.0,10.6,0.54,3.8,3.8,<2.0,<2.0,<0.50,,1.2,0.0066,<0.0050,<0.0010,<0.0010,0.005,0.1,,0.0075,<0.00010,0.000259,0.00144,<0.00020,,0.0018,<0.000010,0.813,,0.00011,<0.00010,0.00051,<0.010,0.000076,,0.57,0.00475,<0.000020,<0.000050,0.00021,0.519,,<0.00010,0.059,<0.00010,0.538,0.00495,,,,,,,,0.00002,<0.000050,<0.0010,,2.48,,,,,,,,,,
LdS1,2009,6-Sep-09,September,L816812-2,1,13.3,8.4,4.27,6.88,<3.0,8.4,0.49,3.9,3.9,<2.0,<2.0,<0.50,,1.19,0.0085,<0.0050,<0.0010,<0.0010,0.0057,0.1,,0.0062,<0.00010,0.000253,0.00143,<0.00020,,0.0017,<0.000010,0.8,,<0.00010,<0.00010,0.00049,<0.010,0.000169,,0.552,0.00469,<0.000020,<0.000050,0.0002,0.485,,<0.00010,0.085,<0.00010,0.513,0.00484,,,,,,,,0.00002,<0.000050,<0.0010,,2.45,,,,,,,,,,
LdS2,2009,15-Jul-09,July,L796933-7,1,15.6,9.2,4.72,6.64,<3.0,7.3,0.44,4.4,4.4,<2.0,<2.0,<0.50,,1.47,0.0175,<0.0050,<0.0010,0.0013,0.0052,0.12,,0.013,<0.00010,0.000228,0.00148,<0.00020,,0.0057,<0.000010,0.798,,0.00023,<0.00010,<0.0010,0.024,0.000182,,0.663,0.00816,<0.000020,<0.000050,<0.00050,0.519,,<0.00010,0.097,<0.00010,0.586,0.00569,,,,,,,,0.000026,<0.000050,<0.0030,,2.47,,,,,,,,,,
LdS2,2009,15-Jul-09,July,L796933-6,1,14.8,9.5,4.91,6.64,<3.0,9.1,0.4,4.5,4.5,<2.0,<2.0,<0.50,,1.48,0.028,<0.0050,<0.0010,0.0016,0.0053,0.13,,0.0202,<0.00010,0.000248,0.00159,<0.00020,,0.0061,<0.000010,0.839,,0.00031,<0.00010,<0.00070,0.047,0.000299,,0.683,0.00855,<0.000020,<0.000050,<0.00060,0.543,,<0.00010,0.1,<0.00010,0.617,0.00593,,,,,,,,0.000024,<0.000050,<0.0030,,2.5,,,,,,,,,,
LdS2,2009,1-Aug-09,August,L801530-8,1,13.9,8.8,4.61,6.93,<3.0,13.4,0.88,3.9,3.9,<2.0,<2.0,<0.50,,1.21,<0.0050,<0.0050,<0.0010,<0.0010,0.0046,0.17,,0.019,<0.00010,0.000315,0.00175,<0.00020,,0.0015,<0.000010,0.852,,0.00015,<0.00010,0.00073,0.038,0.000497,,0.604,0.00989,<0.000020,<0.000050,0.00147,0.534,,<0.00010,0.114,<0.00010,0.577,0.00563,,,,,,,,0.000028,0.000083,<0.0010,,2.6,,,,,,,,,,
LdS2,2009,1-Aug-09,August,L801530-9,1,13.9,8.6,4.54,6.92,<3.0,14.7,0.71,3.7,3.7,<2.0,<2.0,<0.50,,1.18,<0.0050,<0.0050,<0.0010,<0.0010,0.0056,0.18,,0.0126,<0.00010,0.000314,0.00151,<0.00020,,<0.0010,<0.000010,0.833,,<0.00010,<0.00010,0.00075,0.032,0.000207,,0.598,0.00968,<0.000020,<0.000050,0.00171,0.532,,<0.00010,0.107,<0.00010,0.571,0.00539,,,,,,,,0.000028,0.000056,<0.0010,,2.58,,,,,,,,,,
LdS2,2009,1-Aug-09,August,L801530-10,1,14.1,8.7,4.51,6.83,<3.0,14,0.65,3.6,3.6,<2.0,<2.0,<0.50,,1.26,<0.0050,<0.0050,<0.0010,<0.0010,0.0046,0.18,,0.0131,<0.00010,0.000291,0.00155,<0.00020,,<0.0010,<0.000010,0.816,,0.0001,<0.00010,0.00064,0.034,0.000528,,0.601,0.00917,<0.000020,<0.000050,0.00095,0.523,,<0.00010,0.104,<0.00010,0.57,0.00538,,,,,,,,0.000029,0.000062,<0.0010,,2.7,,,,,,,,,,
LdS2,2009,6-Sep-09,September,L816812-3,1,13.5,8.5,4.42,6.9,<3.0,9.7,0.47,3.9,3.9,<2.0,<2.0,<0.50,,1.24,0.009,<0.0050,<0.0010,<0.0010,0.0058,0.08,,0.0068,<0.00010,0.000266,0.00116,<0.00020,,0.0017,<0.000010,0.819,,0.00011,<0.00010,0.00051,0.012,<0.000050,,0.577,0.00427,<0.000020,<0.000050,0.00019,0.505,,<0.00010,0.071,<0.00010,0.539,0.00501,,,,,,,,0.000021,<0.000050,<0.0010,,2.43,,,,,,,,,,
LdS2,2009,6-Sep-09,September,L816812-10,1,13.5,8.5,4.34,6.69,<3.0,7.9,0.48,4.1,4.1,<2.0,<2.0,<0.50,,1.23,0.0107,<0.0050,<0.0010,<0.0010,0.0054,0.08,,0.0067,<0.00010,0.000259,0.00116,<0.00020,,0.0012,<0.000010,0.81,,<0.00010,<0.00010,0.00047,0.011,<0.000050,,0.562,0.00422,<0.000020,<0.000050,0.00023,0.504,,<0.00010,0.098,<0.00010,0.534,0.00491,,,,,,,,0.000023,<0.000050,<0.0010,,2.44,,,,,,,,,,
Leslie,2009,2-May-09,April,L760389-1,6,979,549,206,7.73,<3.0,-4.2,0.2,62.6,62.6,<2.0,<2.0,156,,154,0.0801,5.47,0.0034,<0.0010,0.0029,0.425,,0.0106,0.00184,<0.0030,0.109,<0.00020,,0.0254,<0.00030,39.8,,0.00043,<0.00010,<0.0030,<0.010,<0.000050,,25.9,0.00674,<0.000020,0.0927,0.0068,31.5,,<0.00050,0.763,<0.00010,82.2,0.727,,,,,,,,0.000439,<0.000050,0.0018,,4.16,,,,,,,,,,
Leslie,2009,2-May-09,April,L760389-2,6,979,550,206,7.76,<3.0,-3.6,0.21,61.1,61.1,<2.0,<2.0,156,,154,0.0775,5.46,0.0034,<0.0010,0.0026,0.441,,0.0175,0.00185,<0.0030,0.111,<0.00020,,0.0247,0.000302,40,,0.00052,<0.00010,<0.0040,0.115,<0.000050,,25.8,0.00745,<0.000020,0.0937,0.00694,32.2,,0.00058,0.759,<0.00010,83.2,0.737,,,,,,,,0.000431,0.000154,<0.0020,,4.13,,,,,,,,,,
Leslie,2009,2-May-09,April,L760389-3,11,1030,585,227,7.72,<3.0,-1.4,0.21,61.7,61.7,<2.0,<2.0,164,,162,0.0673,5.63,0.0028,<0.0010,0.0038,0.478,,0.0106,0.00191,<0.0040,0.119,<0.00020,,0.0267,<0.00030,44.9,,0.00048,<0.00010,<0.0040,<0.010,<0.000050,,28,0.00983,<0.000020,0.0972,0.00713,34.5,,0.00052,0.805,<0.00010,90.9,0.793,,,,,,,,0.000436,0.000137,<0.0020,,4.39,,,,,,,,,,
Leslie,2009,2-May-09,April,L760389-4,11,1020,582,220,7.73,<3.0,-2.9,0.3,64.2,64.2,<2.0,<2.0,164,,163,0.067,5.64,0.003,<0.0010,0.0039,0.477,,0.01,0.0019,<0.0030,0.116,<0.00020,,0.0261,<0.00030,42.1,,0.00049,<0.00010,<0.0040,<0.010,<0.000050,,27.9,0.0096,<0.000020,0.095,0.00717,33.6,,0.00052,0.794,<0.00010,89.7,0.775,,,,,,,,0.000438,0.000183,<0.0020,,4.2,,,,,,,,,,
Leslie,2009,15-Jul-09,July,L796933-10,1,587,322,132,7.47,<3.0,-0.3,0.46,33.6,33.6,<2.0,<2.0,90.6,,90.2,0.0211,2.76,0.0047,0.0069,0.0143,0.344,,0.0222,0.00124,0.00059,0.0917,<0.00020,,0.0201,<0.00020,24,,0.0004,<0.00010,<0.0011,0.036,0.000518,,17.5,0.00623,<0.000020,0.0594,0.00318,17.6,,0.00089,0.192,<0.00010,50.3,0.587,,,,,,,,0.000326,<0.000050,<0.0040,,2.94,,,,,,,,,,
Leslie,2009,15-Jul-09,July,L796933-11,5,589,324,137,7.52,<3.0,1.2,0.42,33.6,33.6,<2.0,<2.0,90.1,,89.8,0.0153,2.75,0.0054,0.0079,0.0157,0.339,,0.0217,0.00125,0.00167,0.095,<0.00020,,0.0195,<0.00021,24.7,,0.0005,<0.00010,<0.0011,0.029,0.000114,,18.2,0.00642,<0.000020,0.0615,0.00352,18.1,,0.00088,0.187,<0.00010,50.8,0.613,,,,,,,,0.000334,<0.000050,<0.0030,,2.94,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-1,1,601,332,132,7.25,<3.0,1.5,0.75,30.9,30.9,<2.0,<2.0,93.3,,90.9,0.0185,2.87,0.0111,<0.0010,0.0026,0.403,,0.0227,0.0012,0.00026,0.0761,<0.00020,,0.015,<0.00030,26,,0.00022,<0.00010,0.00086,0.019,0.000072,,16.3,0.00291,<0.000020,0.0624,0.00291,18.9,,<0.00050,0.074,<0.00010,54.8,0.519,,,,,,,,0.000353,0.000128,<0.0010,,3.35,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-2,1,605,328,126,7.6,<3.0,-0.8,0.69,32.8,32.8,<2.0,<2.0,93.3,,91,0.0142,2.86,0.0107,<0.0010,0.0029,0.362,,0.0173,0.00119,<0.00020,0.0725,<0.00020,,0.0137,<0.00020,24.8,,0.00013,<0.00010,0.00084,0.016,0.00124,,15.5,0.00266,<0.000020,0.0587,0.00264,18.1,,<0.00050,0.07,<0.00010,53.3,0.49,,,,,,,,0.000324,0.000107,<0.0010,,3.21,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-3,1,606,334,137,7.75,<3.0,1.8,0.71,32.6,32.6,<2.0,<2.0,93.3,,90.9,0.0136,2.86,0.0106,<0.0010,<0.0020,0.408,,0.0208,0.00124,0.00055,0.0775,<0.00020,,0.0155,<0.00025,27.2,,0.00027,<0.00010,0.00101,0.016,0.000724,,16.7,0.00296,<0.000020,0.0637,0.00293,19.7,,<0.00050,0.074,<0.00010,53.9,0.528,,,,,,,,0.00037,0.000149,<0.0010,,3.11,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-4,4.5,608,326,130,7.77,<3.0,0.8,0.65,33,33,<2.0,<2.0,91.3,,89.1,0.0136,2.8,0.0102,<0.0010,0.0021,0.413,,0.0197,0.0012,<0.00020,0.0744,<0.00020,,0.0146,<0.00020,25.7,,0.00025,<0.00010,0.001,0.016,<0.000050,,16,0.00287,<0.000020,0.0608,0.00273,18.6,,<0.00050,0.074,<0.00010,52.7,0.494,,,,,,,,0.000348,0.000128,<0.0010,,3,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-6,4.5,606,325,125,7.77,<3.0,-2.4,0.61,33,33,<2.0,<2.0,93.5,,91,0.0147,2.87,0.0113,<0.0010,0.0037,0.388,,0.0166,0.00114,<0.0020,0.07,<0.00020,,0.0135,0.000187,24.6,,0.00018,<0.00010,0.00085,0.017,0.00036,,15.4,0.00257,<0.000020,0.0566,0.00245,18,,<0.0040,0.064,<0.00010,50.3,0.465,,,,,,,,0.000318,0.000145,<0.0010,,3.1,,,,,,,,,,
Leslie,2009,5-Aug-09,August,L803212-5,4.5,608,332,133,7.76,<3.0,0.8,0.61,33,33,<2.0,<2.0,93.4,,91.1,<0.0050,2.87,0.0109,<0.0010,0.0021,0.375,,0.0201,0.00119,<0.0020,0.0755,<0.00020,,0.0148,<0.00025,26.3,,0.00026,<0.00010,0.00103,0.016,0.000267,,16.4,0.0028,<0.000020,0.0617,0.00282,19,,<0.0050,0.068,<0.00010,53.7,0.506,,,,,,,,0.000351,0.000164,<0.0010,,3.08,,,,,,,,,,
Leslie,2009,8-Sep-09,September,L817791-6,1,640,353,146,7.47,<3.0,1.9,0.53,33,33,<2.0,<2.0,99.6,,96.5,0.0125,2.89,0.0069,<0.0010,0.0025,0.378,,0.0163,0.00134,0.00049,0.0789,<0.00020,,0.0208,<0.00020,30,,<0.00050,<0.00010,0.00124,<0.010,0.000068,,17.2,0.00332,<0.000020,0.0787,0.00295,21.4,,<0.00050,0.068,<0.00010,56.1,0.662,,,,,,,,0.000383,<0.0010,0.001,,3.08,,,,,,,,,,
Leslie,2009,8-Sep-09,September,L817791-5,5.5,638,352,144,7.23,<3.0,1.3,0.47,33.3,33.3,<2.0,<2.0,99.6,,96.5,0.0125,2.9,0.0092,<0.0010,<0.0020,0.383,,0.0155,0.00133,0.00044,0.077,<0.00020,,0.0207,<0.00020,29.6,,<0.00050,<0.00010,0.00121,<0.010,<0.000050,,17,0.00311,<0.000020,0.0781,0.00285,21.3,,<0.00050,0.069,<0.00010,55.5,0.648,,,,,,,,0.000377,<0.0010,0.0014,,3.19,,,,,,,,,,
Moose,2009,29-Apr-09,April,L758918-5,5,919,529,214,7.67,<3.0,-2.6,0.37,67.7,67.7,<2.0,<2.0,145,,147,0.0518,5.11,0.0054,<0.0010,0.0027,0.389,,0.0125,0.00194,<0.0030,0.111,<0.00020,,0.0259,<0.00030,41.6,,0.0005,<0.00010,0.0015,<0.010,0.00173,,26.8,0.00613,<0.000020,0.0866,0.00532,30.6,,<0.00050,0.66,<0.00010,76.6,0.694,,,,,,,,0.000419,0.000966,<0.0020,,4.05,,,,,,,,,,
Moose,2009,29-Apr-09,April,L758918-6,5,926,532,222,7.6,<3.0,0,0.38,61.7,61.7,<2.0,<2.0,145,,147,0.0516,5.11,0.0055,<0.0010,0.0026,0.413,,0.0132,0.00199,<0.0030,0.112,<0.00020,,0.0268,<0.00030,42.3,,0.00047,<0.00010,0.00144,<0.010,0.000729,,28.3,0.00594,<0.000020,0.0883,0.00508,31.1,,<0.00050,0.662,<0.00010,80.7,0.7,,,,,,,,0.000427,0.000101,<0.0020,,4.09,,,,,,,,,,
Moose,2009,29-Apr-09,April,L758918-7,8,916,529,224,7.57,<3.0,0.7,0.48,59.5,59.5,<2.0,<2.0,144,,146,0.0507,5.02,0.0058,<0.0010,0.0033,0.4,,0.0133,0.00196,<0.0030,0.112,<0.00020,,0.0268,<0.00030,42.8,,0.00049,<0.00010,0.00156,<0.010,0.000433,,28.4,0.00758,<0.000020,0.0874,0.0051,31.8,,<0.00050,0.676,<0.00010,80.1,0.69,,,,,,,,0.000407,<0.000050,<0.0030,,3.9,,,,,,,,,,
Moose,2009,29-Apr-09,April,L758918-8,8,919,521,214,7.56,<3.0,-0.9,0.49,59.3,59.3,<2.0,<2.0,143,,145,0.0482,5,0.0057,<0.0010,0.0027,0.439,,0.0127,0.00189,<0.0030,0.106,<0.00020,,0.0262,<0.00030,40.9,,0.00053,<0.00010,0.00145,<0.010,0.000303,,27.2,0.00717,<0.000020,0.0847,0.00499,30.2,,<0.00050,0.651,<0.00010,78.1,0.661,,,,,,,,0.000393,0.00006,<0.0020,,4,,,,,,,,,,
Moose,2009,14-Jul-09,July,L793137-2,1,296,165,69.8,7.51,<3.0,1.3,0.53,20.1,20.1,<2.0,<2.0,43.7,,44.8,0.017,1.15,0.0029,<0.0010,<0.0020,0.402,,0.0304,0.0006,0.00033,0.0432,<0.00020,,0.0119,0.000041,13.5,,0.00049,<0.00010,0.00135,0.049,0.00006,,8.77,0.0044,<0.000020,0.0299,0.00203,9.41,,<0.00050,0.242,<0.00010,24.8,0.267,,,,,,,,0.000212,<0.0010,<0.0020,,4.05,,,,,,,,,,
Moose,2009,14-Jul-09,July,L793137-1,4.5,310,172,73.2,7.54,3.3,2.2,0.52,20.5,20.5,<2.0,<2.0,45.2,,46.5,0.0178,1.21,0.0032,<0.0010,0.005,0.428,,0.0312,0.00064,0.00036,0.0453,<0.00020,,0.0129,0.000062,14.2,,0.00062,<0.00010,0.00134,0.048,0.000371,,9.19,0.00465,<0.000020,0.0315,0.00222,10.1,,<0.00050,0.242,<0.00010,26,0.288,,,,,,,,0.000215,<0.0010,<0.0030,,4.08,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800485-1,1,564,303,116,7.54,<3.0,-4.5,0.49,32.5,32.5,<2.0,<2.0,87.5,,86,0.0138,2.53,0.008,<0.0010,0.0042,0.356,,0.0223,0.00112,<0.00020,0.0714,<0.00020,,0.0163,<0.00016,23.1,,0.00043,<0.00010,0.00086,0.021,0.00102,,14.2,0.00287,<0.000020,0.0533,0.00244,16.4,,<0.00050,0.065,<0.00010,43.7,0.47,,,,,,,,0.00029,<0.00015,<0.0010,,3.61,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800485-2,1,565,309,122,7.58,<3.0,-2.2,0.49,32.7,32.7,<2.0,<2.0,88.1,,86.6,0.0156,2.55,0.0088,<0.0010,0.0034,0.307,,0.0177,0.00114,<0.00020,0.0722,<0.00020,,0.0156,<0.00016,24.1,,0.00053,<0.00010,0.0009,0.018,0.00236,,15.1,0.00292,<0.000020,0.0558,0.0023,17.1,,<0.00050,0.073,<0.00010,46.3,0.486,,,,,,,,0.000301,<0.00020,<0.0010,,3.72,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800483-1,1,569,311,124,7.85,<3.0,-1.6,0.48,32.7,32.7,<2.0,<2.0,88.2,,86.9,0.0181,2.56,0.0096,<0.0010,0.0037,0.352,,0.0178,0.00119,<0.00020,0.074,<0.00020,,0.0163,<0.00017,24.1,,0.00038,<0.00010,0.0009,0.022,0.00129,,15.5,0.00285,<0.000020,0.0566,0.00226,17,,<0.00050,0.072,<0.00010,47.2,0.497,,,,,,,,0.000296,<0.0010,<0.0010,,3.97,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800483-2,4.5,560,308,124,7.43,<3.0,-1.5,0.45,32.5,32.5,<2.0,<2.0,87.5,,86.1,0.0159,2.54,0.0086,<0.0010,0.0041,0.368,,0.0168,0.00116,<0.00020,0.0719,<0.00020,,0.0157,<0.00016,23.9,,0.00049,<0.00010,0.00089,0.019,0.000103,,15.7,0.00289,<0.000020,0.0559,0.00221,17,,<0.00050,0.065,<0.00010,46.5,0.489,,,,,,,,0.000301,<0.0010,<0.0010,,3.75,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800483-3,4.5,568,309,124,7.57,<3.0,-1.5,0.43,32.5,32.5,<2.0,<2.0,87.8,,86.5,0.0173,2.54,0.0085,<0.0010,0.0039,0.112,,0.0176,0.00111,<0.00020,0.0706,<0.00020,,0.0158,<0.00015,23.9,,0.00049,<0.00010,0.00092,0.019,0.00032,,15.6,0.00305,<0.000020,0.0546,0.00216,17.1,,<0.00050,0.077,<0.00010,46.9,0.484,,,,,,,,0.000289,<0.0010,<0.0010,,3.7,,,,,,,,,,
Moose,2009,30-Jul-09,August,L800483-4,4.5,568,304,118,7.57,<3.0,-4,0.44,32.4,32.4,<2.0,<2.0,87.6,,86.2,0.0166,2.53,0.0079,<0.0010,0.0039,0.356,,0.0169,0.00114,<0.00020,0.0722,<0.00020,,0.0141,<0.00016,23.4,,0.00044,<0.00010,0.00086,0.019,0.000292,,14.4,0.00288,<0.000020,0.0548,0.00224,16.7,,<0.00050,0.064,<0.00010,44.2,0.479,,,,,,,,0.000301,<0.0010,<0.0010,,3.64,,,,,,,,,,
Moose,2009,7-Sep-09,September,L816812-15,1,614,336,131,7.16,<3.0,-2,0.59,34.5,34.5,<2.0,<2.0,97.3,,93,0.0091,2.69,0.0107,<0.0010,0.0043,0.335,,0.0129,0.00122,0.00053,0.0734,<0.00020,,0.0149,<0.00015,26.4,,<0.00050,<0.00010,0.00098,<0.010,0.000395,,15.7,0.00233,<0.000020,0.0597,0.00206,18.3,,<0.00050,<0.050,<0.00010,52.2,0.521,,,,,,,,0.000323,<0.0010,<0.0010,,3.11,,,,,,,,,,
Moose,2009,7-Sep-09,September,L816812-16,Mid,618,334,129,7.4,<3.0,-3.6,0.5,35.3,35.3,<2.0,<2.0,97.6,,93.5,0.0114,2.7,0.0106,<0.0010,0.0043,0.359,,0.0107,0.00119,0.0004,0.0712,<0.00020,,0.0152,<0.00015,25.9,,<0.00050,<0.00010,0.00087,<0.010,<0.000050,,15.5,0.00224,<0.000020,0.0603,0.00194,17.7,,<0.00050,<0.050,<0.00010,50.3,0.512,,,,,,,,0.000324,<0.0010,<0.0010,,3.17,,,,,,,,,,
Nanuq,2009,11-May-09,April,L765568-1,Mid,12.9,7.3,3.79,6.1,<3.0,5.1,0.18,2.4,2.4,<2.0,<2.0,0.75,,1.26,0.0173,0.0202,<0.0010,<0.0010,0.0029,<0.050,,0.0051,<0.00010,0.000079,0.00176,<0.00020,,0.0043,<0.000010,0.727,,<0.00010,<0.00010,0.00042,<0.010,<0.000050,,0.479,0.00149,<0.000020,<0.000050,0.00021,0.372,,<0.00010,0.169,<0.00010,0.455,0.00503,,,,,,,,0.000016,<0.000050,<0.0010,,1.68,,,,,,,,,,
Nanuq,2009,11-May-09,April,L765568-2,Mid,12.2,6.8,4.07,6.35,<3.0,19.4,0.19,2.5,2.5,<2.0,<2.0,<0.50,,1.29,0.0159,0.0223,<0.0010,<0.0010,0.0026,<0.050,,<0.010,<0.00010,0.000072,0.00178,<0.00020,,0.0041,<0.000010,0.785,,0.00018,<0.00010,0.00076,<0.010,<0.000050,,0.513,0.00191,<0.000020,<0.000050,0.00022,0.403,,<0.00010,0.165,<0.00010,0.497,0.0052,,,,,,,,0.000016,<0.000050,0.0012,,1.71,,,,,,,,,,
